Respondent_Serial,brand,OSAT,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Has a wide range of ingredients,Portions are the right size for my appetite,Is worth the price,Is a good value for the money,Has enticing promotional offers,Ordering is simple and easy,Integrates technology into its ordering process,Restaurant is clean,Ingredients are fresh,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,State,sales,Total subs sold in a year,Payment Used,Wait Time
12640,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,New Jersey,7339.752234,471184.5785,Apple Pay,11
12640,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,New Mexico,8125.424214,460989.6617,Google Pay,14
12651,Panera,2,4,1,3,1,1,1,1,4,1,5,2,2,2,5,North Carolina,4089.422925,258589.439,Debit Card,13
12677,Chipotle,2,6,7,5,6,5,5,5,7,6,6,7,6,6,6,Pennsylvania,5814.511042,309193.4012,Credit Card,7
12677,Jersey Mikes,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,Rhode Island,2513.238132,426176.3389,Apple Pay,12
12683,McDonalds,6,6,6,7,6,6,7,7,7,6,5,6,6,5,6,South Carolina,9557.921641,147197.57,Credit Card,9
12683,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,South Dakota,8934.697599,520545.8152,Apple Pay,12
12687,Subway,5,5,5,6,5,4,4,5,4,5,4,4,5,5,5,Tennessee,4466.380179,710799.8831,Samsung Pay,8
12687,Panera,6,4,5,5,5,5,5,5,5,4,4,5,5,5,5,Texas,5570.060292,323782.9719,Samsung Pay,5
12693,Jersey Mikes,6,6,7,6,6,6,7,6,5,5,6,6,6,6,6,Utah,2081.358751,989059.3725,Debit Card,14
12693,Jimmy Johns,6,6,5,6,5,6,6,7,6,4,7,7,6,5,5,Vermont,5068.462919,559347.8523,Google Pay,9
12749,Chipotle,5,2,5,3,3,4,5,2,4,3,5,5,5,5,2,West Virginia,2227.900144,19343.56301,Cash,8
12749,McDonalds,6,2,4,3,3,4,6,5,5,5,4,5,5,5,3,Wisconsin,6099.059246,888647.4571,Samsung Pay,10
12754,Chipotle,5,2,3,2,4,4,3,3,5,3,6,6,6,4,1,Wyoming,2023.804156,462810.8697,Credit Card,7
12754,Jimmy Johns,2,3,3,2,3,3,5,3,6,4,3,6,2,3,5,Alabama,7622.730822,493848.0196,Cash,6
12793,McDonalds,4,4,1,4,4,2,2,4,4,4,2,3,2,2,4,Arkansas,1493.099776,799480.5137,Debit Card,11
12793,Panera,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,California,7169.313018,843667.4535,Google Pay,9
12848,Subway,4,5,4,5,6,5,5,6,5,6,5,4,6,6,7,Georgia,304.2811373,949221.4656,Samsung Pay,8
12848,Chipotle,4,1,2,4,3,3,1,3,2,4,2,4,3,3,3,Hawaii,8275.573803,627193.4704,Samsung Pay,9
12879,Firehouse Subs,4,5,4,5,3,5,4,4,5,5,4,5,4,5,5,Idaho,6621.583843,873585.979,Samsung Pay,12
12879,Jersey Mikes,7,7,7,7,7,4,5,4,6,5,7,7,7,7,7,Illinois,919.2561224,922791.1819,Credit Card,12
12887,Jersey Mikes,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Indiana,4997.376553,855059.3083,Apple Pay,6
12887,Panera,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,Iowa,8514.638091,406273.5104,Cash,10
12908,Subway,5,5,5,4,5,5,4,2,5,1,4,5,3,5,7,Kansas,223.9689974,838167.9131,Debit Card,8
12908,McDonalds,6,5,3,4,6,5,5,6,7,6,3,4,3,4,5,Kentucky,6454.625647,423309.6407,Cash,8
12916,Firehouse Subs,7,6,6,6,6,5,6,6,7,7,5,6,7,5,7,Louisiana,813.0130335,599157.8349,Credit Card,13
12916,Jimmy Johns,6,6,6,7,6,6,5,5,6,7,5,5,5,6,6,Maine,4711.297357,159422.8068,Cash,6
12931,Firehouse Subs,4,5,5,7,2,5,1,4,7,3,3,3,4,2,5,Maryland,3488.043502,463284.0479,Credit Card,14
12931,Jersey Mikes,4,6,3,3,4,6,4,5,4,4,6,3,3,4,3,Massachusetts,8098.666641,520657.7623,Google Pay,12
12959,Firehouse Subs,6,6,7,6,6,5,6,7,5,4,4,4,6,6,6,Mississippi,2765.489361,522977.9102,Debit Card,11
12959,Panera,6,4,4,4,7,5,5,5,6,7,6,6,6,4,5,Missouri,1250.349862,646775.2151,Google Pay,12
12970,Subway,5,6,5,6,5,5,4,4,5,4,6,6,6,6,7,Montana,5058.60959,116609.8912,Debit Card,13
12970,Jimmy Johns,5,4,5,5,6,5,6,4,5,4,5,4,6,5,6,Nebraska,839.9710026,448168.4027,Credit Card,9
13010,Jersey Mikes,7,6,7,6,6,3,3,7,6,5,7,6,7,7,7,New Jersey,6981.952405,719012.0791,Samsung Pay,13
13034,Jersey Mikes,7,5,7,6,7,7,6,3,7,5,7,6,7,6,7,New York,5078.519953,832864.8458,Apple Pay,12
13034,McDonalds,7,7,1,4,5,7,7,7,7,7,7,1,4,3,1,North Carolina,1914.232774,279968.8143,Cash,5
13107,Firehouse Subs,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,Oklahoma,1029.699351,602801.9099,Samsung Pay,5
13107,Panera,6,6,6,6,6,6,6,7,7,6,7,6,7,6,6,Oregon,8751.463412,778212.9058,Apple Pay,14
13135,Subway,6,5,6,6,6,5,5,7,4,6,7,5,4,5,5,South Carolina,26.38987041,72032.65131,Credit Card,9
13135,Chipotle,4,5,5,6,6,4,3,7,5,3,6,5,6,5,6,South Dakota,6168.413686,181511.682,Cash,10
13164,Subway,6,5,4,6,5,5,4,5,6,5,5,5,4,5,6,Tennessee,8302.626924,622697.1815,Credit Card,14
13164,McDonalds,6,5,6,3,5,6,6,6,5,6,7,6,6,5,6,Texas,5005.195956,40109.07751,Cash,14
13166,Jimmy Johns,7,5,3,5,7,7,7,5,7,4,5,6,6,6,7,Utah,5672.807647,727622.0321,Credit Card,5
13166,Panera,5,6,7,6,4,6,5,6,7,4,6,6,5,6,4,Vermont,9201.110304,179294.1426,Credit Card,5
13189,Firehouse Subs,3,4,4,4,5,4,5,4,3,4,4,4,5,5,4,Virginia,352.4883461,705870.6259,Credit Card,10
13189,Jersey Mikes,4,4,4,4,4,5,5,4,4,4,5,4,4,4,5,Washington,7268.584401,263175.2269,Credit Card,5
13249,Chipotle,5,5,4,5,5,4,6,5,5,5,5,6,5,5,4,West Virginia,7721.428266,812466.5069,Google Pay,12
13249,Panera,5,6,5,5,5,5,6,5,5,5,5,5,6,5,6,Wisconsin,1285.409629,479369.1698,Cash,7
13279,Firehouse Subs,4,5,3,6,4,5,5,3,4,2,6,4,4,6,5,Alaska,6985.507827,795195.6359,Samsung Pay,9
13279,Jersey Mikes,4,3,5,2,5,6,3,3,2,4,5,5,4,3,4,Arizona,1466.368563,821344.3362,Google Pay,14
13287,Subway,2,2,3,3,2,1,1,1,3,1,4,2,3,2,1,Arkansas,9239.177303,599071.134,Google Pay,13
13287,Jimmy Johns,2,1,3,4,2,4,2,4,2,2,2,2,2,1,3,California,1704.072959,999016.4076,Google Pay,6
13288,Panera,2,3,2,6,4,1,2,4,3,1,3,5,4,3,7,Connecticut,8527.035279,744282.8979,Cash,12
13290,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Delaware,9820.526787,459639.9724,Cash,15
13290,Jimmy Johns,7,7,5,7,7,7,7,6,7,7,7,7,7,7,7,Florida,3708.366165,8468.445938,Apple Pay,11
13291,Firehouse Subs,6,2,3,4,4,4,4,4,4,5,5,5,5,4,4,Georgia,904.0151533,445850.5707,Google Pay,5
13291,Jimmy Johns,5,3,5,4,5,5,7,4,6,5,4,6,7,5,6,Hawaii,8710.953397,48218.61366,Google Pay,6
13302,Chipotle,6,7,7,7,7,7,6,5,6,5,5,7,6,7,5,Kansas,6352.607052,746710.7379,Cash,10
13302,Jersey Mikes,5,5,6,5,6,5,6,5,6,4,5,6,6,6,5,Kentucky,3827.586219,230199.0255,Apple Pay,15
13306,Subway,5,7,6,7,3,5,6,6,6,6,5,5,5,6,7,Louisiana,1853.927299,352671.1051,Google Pay,6
13306,McDonalds,6,7,3,5,4,6,6,3,7,5,5,4,4,4,3,Maine,8376.418501,838493.2089,Apple Pay,14
13307,Jimmy Johns,7,6,6,6,7,7,7,7,7,6,7,7,7,7,7,Maryland,1263.065774,517621.9212,Samsung Pay,8
13307,McDonalds,7,7,6,7,7,7,7,6,6,7,7,7,7,7,7,Massachusetts,3403.839085,729613.715,Cash,7
13308,Firehouse Subs,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Michigan,6513.644265,790552.3514,Samsung Pay,5
13308,Jimmy Johns,4,5,3,4,3,3,3,4,3,4,4,3,3,5,5,Minnesota,9743.832725,981745.981,Credit Card,8
13311,Jersey Mikes,5,5,6,5,3,5,5,3,5,5,4,5,7,6,6,Montana,9191.533584,28804.98396,Samsung Pay,5
13311,Panera,4,5,5,7,6,5,3,6,5,5,6,6,6,5,6,Nebraska,7930.188955,502596.2822,Apple Pay,6
13313,Subway,5,6,4,7,7,7,7,5,5,5,6,6,5,6,7,Nevada,9045.392688,485891.8253,Credit Card,12
13313,Jimmy Johns,7,6,7,5,5,7,6,6,7,7,5,7,6,7,7,New Hampshire,7757.53213,341592.2338,Credit Card,7
13321,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,New York,8743.175131,395692.7905,Credit Card,8
13321,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,North Carolina,6669.156711,808662.8901,Apple Pay,9
13325,Firehouse Subs,6,7,5,6,6,6,7,5,7,7,7,7,7,6,7,North Dakota,6901.105093,578092.7835,Cash,15
13331,Chipotle,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Pennsylvania,5977.886261,253536.0278,Cash,11
13331,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Rhode Island,1663.087944,94473.82363,Debit Card,11
13332,Chipotle,6,6,6,6,6,6,5,5,6,6,6,6,6,5,6,South Carolina,7360.855169,647706.2136,Samsung Pay,14
13332,Panera,2,2,4,3,3,4,3,3,4,4,4,3,3,3,4,South Dakota,2234.294139,738820.6974,Cash,7
13333,Jimmy Johns,1,3,6,2,5,1,3,1,3,1,2,4,1,2,4,Tennessee,4635.242346,929018.114,Credit Card,10
13333,McDonalds,7,7,7,6,7,7,7,7,7,7,5,7,6,7,3,Texas,4360.5193,794240.6904,Cash,5
13336,Chipotle,5,6,5,6,6,6,6,7,6,6,6,5,7,5,6,Utah,5229.2194,681709.3394,Credit Card,8
13336,Firehouse Subs,7,7,7,6,6,5,6,4,7,6,7,7,5,6,5,Vermont,5242.930368,2255.305167,Credit Card,9
13337,Subway,5,5,6,6,5,5,5,5,6,5,5,5,6,5,6,Virginia,6212.871301,593058.8378,Debit Card,14
13337,McDonalds,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,Washington,2441.672351,686949.4467,Debit Card,9
13339,Subway,2,2,3,2,1,1,1,2,4,2,4,3,2,3,3,Wyoming,9479.055047,255122.1736,Google Pay,5
13339,McDonalds,2,2,2,1,2,1,1,1,3,3,3,2,1,1,2,Alabama,582.4759715,299245.8281,Cash,11
13347,McDonalds,4,5,3,4,4,3,5,5,6,7,6,4,5,3,5,Alaska,4887.722163,97211.13523,Samsung Pay,7
13347,Panera,2,5,5,6,5,5,4,5,5,5,5,6,4,5,7,Arizona,9935.42549,925321.8201,Cash,13
13353,Chipotle,4,5,4,5,4,6,5,3,6,4,5,5,5,5,7,Colorado,3409.456797,84131.95446,Credit Card,10
13357,Firehouse Subs,6,7,6,6,5,7,7,7,7,7,5,7,7,7,6,Idaho,380.1347835,328513.6534,Cash,8
13357,Jersey Mikes,5,6,7,7,6,7,6,6,7,7,7,7,7,7,6,Illinois,8271.150408,830132.764,Cash,8
13359,Subway,6,6,7,6,6,7,7,6,7,6,6,7,6,6,7,Indiana,4387.483042,787899.8373,Cash,7
13359,Panera,6,6,6,6,7,6,7,6,7,7,7,7,7,7,6,Iowa,4458.547573,905214.2821,Apple Pay,14
13361,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Kentucky,1774.661364,247052.894,Credit Card,11
13363,Jersey Mikes,6,6,4,3,6,5,5,5,5,5,6,6,6,7,4,Louisiana,616.1577304,148384.2691,Samsung Pay,11
13365,Chipotle,7,7,5,7,7,7,6,7,7,7,6,7,7,7,7,Maryland,8834.880864,966208.9407,Cash,12
13365,Jimmy Johns,7,7,6,7,7,7,6,5,7,6,6,7,7,7,7,Massachusetts,2365.523864,930801.3364,Credit Card,10
13367,Chipotle,4,4,4,5,6,2,3,4,6,6,6,5,5,5,6,Michigan,9791.75605,610298.3444,Debit Card,13
13367,Firehouse Subs,5,5,4,5,4,3,5,5,4,4,4,5,5,5,6,Minnesota,2004.390957,68316.85326,Cash,11
13369,Jimmy Johns,6,4,6,4,6,4,5,4,4,6,5,6,6,6,4,Mississippi,4235.503535,936912.7737,Samsung Pay,9
13369,McDonalds,4,5,2,4,5,2,2,4,6,5,5,3,2,3,2,Missouri,370.2627686,753419.8624,Apple Pay,12
13373,Firehouse Subs,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,Montana,9672.595711,14388.88536,Apple Pay,15
13373,Panera,7,6,5,7,5,5,6,5,7,7,7,6,6,5,7,Nebraska,1621.838962,337803.4847,Google Pay,8
13375,Subway,6,7,7,7,7,7,7,7,7,6,7,7,6,7,7,Nevada,9039.525993,231355.0595,Credit Card,15
13375,Jimmy Johns,7,7,7,7,7,7,7,5,7,6,7,7,7,5,7,New Hampshire,5693.692104,584038.5938,Apple Pay,14
13380,Jersey Mikes,6,5,6,6,6,5,7,7,5,6,6,6,7,6,6,North Dakota,4781.389861,371865.6552,Cash,7
13380,Jimmy Johns,7,7,6,5,7,5,6,7,7,6,6,6,5,6,5,Ohio,4033.994697,7736.000415,Samsung Pay,14
13382,Subway,2,2,3,3,5,5,3,3,5,2,5,3,5,4,6,Oklahoma,636.6051787,325412.4569,Debit Card,11
13382,McDonalds,5,4,3,4,6,3,6,5,5,5,5,3,5,4,5,Oregon,87.5463077,211912.9437,Debit Card,11
13384,Subway,4,5,2,4,5,6,4,4,2,5,6,6,5,6,5,Pennsylvania,6978.475249,260511.5226,Debit Card,12
13384,McDonalds,4,5,5,3,5,4,4,6,2,5,5,3,5,4,7,Rhode Island,3262.662066,348531.1232,Google Pay,12
13393,Chipotle,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,South Carolina,7013.069752,994922.6492,Credit Card,8
13393,McDonalds,6,5,6,6,5,6,7,7,6,6,6,5,6,6,5,South Dakota,8841.307343,823963.9434,Samsung Pay,15
13394,Firehouse Subs,6,6,6,6,6,5,5,5,5,5,6,6,6,7,7,Tennessee,6286.837314,939026.571,Credit Card,13
13394,McDonalds,7,5,6,5,7,7,7,7,6,6,6,5,7,5,5,Texas,8466.372159,606152.9763,Samsung Pay,6
13395,Subway,5,6,5,4,4,5,6,4,6,5,5,6,6,5,5,Utah,6808.854599,923760.6999,Cash,8
13395,Firehouse Subs,5,6,5,5,5,4,5,7,5,5,6,6,6,4,4,Vermont,8900.514141,773149.5101,Debit Card,14
13398,Subway,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,West Virginia,3490.992787,362803.2267,Samsung Pay,11
13398,Jersey Mikes,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,Wisconsin,3270.007991,277518.2138,Cash,9
13399,Jersey Mikes,6,5,3,3,3,6,6,4,6,5,4,5,6,4,7,Wyoming,715.0584932,145133.6566,Google Pay,13
13399,Panera,4,3,7,4,5,4,4,4,6,1,2,3,6,7,6,Alabama,3759.608798,382430.6372,Credit Card,13
13408,Jersey Mikes,6,5,5,6,6,6,5,6,6,5,5,6,6,4,6,Alaska,2339.112004,650587.1077,Credit Card,8
13408,Panera,5,5,5,5,5,6,6,5,6,5,5,5,5,5,5,Arizona,8691.092552,731813.8446,Apple Pay,7
13411,Firehouse Subs,4,4,4,5,4,4,4,2,4,4,4,4,4,5,5,Arkansas,658.8112618,127895.7103,Credit Card,12
13411,Panera,5,5,5,5,4,4,3,4,6,4,5,6,4,5,6,California,4301.184828,164192.5824,Cash,12
13414,Subway,5,4,2,5,5,3,4,4,4,4,5,7,3,5,5,Colorado,3332.673884,172719.1747,Apple Pay,10
13414,Chipotle,7,7,6,6,5,5,5,7,7,7,7,7,7,7,7,Connecticut,573.2519123,460461.9243,Google Pay,15
13415,Chipotle,3,3,4,3,7,7,4,4,3,3,4,4,5,4,3,Delaware,9789.144731,639019.3542,Debit Card,5
13415,Jimmy Johns,5,3,4,4,4,4,3,4,5,3,5,6,4,6,6,Florida,6539.560156,415558.9705,Debit Card,8
13416,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Georgia,6371.87938,567934.6821,Samsung Pay,6
13416,Firehouse Subs,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,Hawaii,2272.862731,497392.8656,Google Pay,12
13418,Jersey Mikes,7,3,6,3,3,3,2,4,4,2,4,7,5,6,6,Idaho,3874.997351,251649.62,Debit Card,9
13418,Jimmy Johns,4,3,4,3,4,4,5,3,4,5,6,5,4,4,5,Illinois,9743.621201,531740.5744,Debit Card,12
13419,Chipotle,1,5,4,5,3,6,6,6,4,5,7,6,6,5,3,Indiana,8091.822968,975514.4661,Apple Pay,14
13419,Jimmy Johns,1,7,2,6,7,3,3,1,4,6,5,5,4,7,6,Iowa,2426.758793,505806.8742,Cash,6
13422,McDonalds,6,6,1,4,5,7,7,5,7,7,5,4,3,1,1,Kentucky,9896.32599,887721.9934,Cash,14
13423,McDonalds,7,5,3,4,7,7,7,6,7,7,4,3,2,1,3,Maine,6946.832983,423341.9067,Google Pay,9
13429,Subway,7,6,5,5,5,6,5,6,6,5,7,6,6,5,6,Maryland,1074.851963,239515.3268,Samsung Pay,13
13429,Jersey Mikes,6,5,6,7,5,5,6,6,6,6,6,6,6,5,6,Massachusetts,1158.994538,325393.0527,Google Pay,8
13433,Jersey Mikes,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Michigan,97.29469844,605224.2438,Debit Card,11
13433,Panera,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Minnesota,7858.196652,909130.8097,Cash,13
13434,Jersey Mikes,5,5,5,5,6,4,5,6,4,4,5,6,7,5,6,Mississippi,7730.884727,599824.0322,Samsung Pay,12
13434,McDonalds,5,5,4,4,4,6,4,6,4,6,5,4,5,3,3,Missouri,5989.837915,156464.3089,Credit Card,9
13435,Jersey Mikes,5,6,5,6,4,6,5,6,6,5,5,6,6,6,5,Montana,9559.05973,579744.1463,Cash,6
13435,McDonalds,6,6,4,5,5,5,4,4,4,6,4,5,4,5,4,Nebraska,9787.682818,642085.2962,Samsung Pay,14
13439,Chipotle,5,5,6,6,6,5,5,5,5,5,5,5,7,5,7,Nevada,1572.317888,261361.4405,Debit Card,10
13439,Jimmy Johns,6,6,5,5,4,6,5,6,6,5,5,5,4,6,6,New Hampshire,3439.891984,289560.9876,Cash,5
13441,Subway,5,5,5,5,6,4,5,5,4,5,4,4,5,4,5,New Jersey,3998.232658,374101.5226,Cash,7
13441,Chipotle,5,5,5,6,6,5,4,6,6,5,6,5,5,6,4,New Mexico,2008.663954,48538.52748,Apple Pay,8
13442,Chipotle,5,5,5,5,7,4,4,4,6,5,7,4,6,7,7,New York,772.5964617,685773.9439,Apple Pay,8
13442,Panera,6,7,7,5,5,4,4,4,7,6,6,7,5,7,6,North Carolina,5477.546228,407181.9807,Cash,5
13443,Panera,5,5,3,5,3,4,4,4,5,5,5,5,5,4,6,Ohio,5715.677136,778320.723,Apple Pay,6
13447,McDonalds,6,5,6,4,7,4,6,7,6,7,5,5,6,5,4,Oregon,3970.904064,584917.6735,Debit Card,7
13448,Firehouse Subs,6,7,7,7,7,7,7,4,7,5,7,7,7,7,7,Pennsylvania,1530.511637,352255.616,Cash,11
13448,McDonalds,2,6,1,4,3,6,6,6,5,5,3,1,1,1,1,Rhode Island,9142.333323,486798.7429,Google Pay,6
13450,McDonalds,3,5,5,5,5,6,5,4,4,5,6,5,5,3,5,South Carolina,2595.776686,202132.574,Debit Card,7
13450,Panera,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,South Dakota,5111.271711,957618.8088,Samsung Pay,6
13451,Jersey Mikes,4,6,5,5,5,6,4,5,5,5,6,5,5,6,6,Tennessee,8304.329004,489055.7478,Debit Card,6
13451,Jimmy Johns,5,6,6,6,5,5,6,6,5,5,5,5,5,5,5,Texas,6936.61034,953217.2887,Debit Card,9
13453,Jersey Mikes,5,4,4,7,6,7,5,7,4,4,4,4,4,7,4,Vermont,6834.43601,409281.4491,Samsung Pay,15
13454,Subway,7,7,7,7,7,4,7,7,7,6,6,7,7,6,7,Virginia,3903.939575,345465.6599,Debit Card,6
13454,Jimmy Johns,5,4,6,7,5,6,5,4,6,7,6,7,7,6,5,Washington,3793.078971,720222.3929,Samsung Pay,7
13456,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,West Virginia,9303.981692,980902.8176,Google Pay,6
13456,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Wisconsin,662.2610225,376859.1837,Samsung Pay,12
13467,Chipotle,7,6,7,6,5,4,7,4,4,5,7,7,7,6,5,Wyoming,2288.963927,447570.5924,Debit Card,15
13467,Firehouse Subs,5,7,4,7,7,5,6,4,7,4,7,6,5,6,7,Alabama,3768.883638,617171.2848,Google Pay,13
13470,Subway,6,5,7,5,4,6,5,5,5,7,5,5,5,5,5,Alaska,782.437215,966251.5497,Debit Card,6
13470,Panera,6,6,7,5,5,7,7,5,7,7,5,5,6,7,6,Arizona,4379.915261,361871.6954,Cash,7
13471,Jimmy Johns,3,5,5,4,5,6,3,3,4,3,4,4,5,4,5,Arkansas,436.4072425,123196.1187,Google Pay,7
13471,Panera,4,6,5,4,6,4,4,5,6,4,5,6,6,4,5,California,6804.942201,667916.5343,Google Pay,15
13473,Jersey Mikes,6,6,6,5,6,5,7,6,7,7,6,6,6,6,7,Colorado,7596.501805,21204.91002,Credit Card,13
13473,Jimmy Johns,6,5,7,5,6,6,5,5,6,6,6,7,6,6,6,Connecticut,2787.317788,994187.6268,Apple Pay,10
13475,Jersey Mikes,4,6,6,7,6,5,7,5,6,6,7,6,7,6,6,Delaware,1481.296212,370158.5954,Apple Pay,10
13475,Panera,6,6,7,6,6,6,4,6,6,6,7,6,7,7,7,Florida,7542.131117,712922.7741,Cash,11
13479,Jimmy Johns,4,4,6,5,6,4,4,5,6,6,5,6,6,6,7,Idaho,345.1968049,321212.3147,Cash,10
13479,Panera,7,6,7,7,6,6,6,7,7,6,7,6,6,7,7,Illinois,3940.270792,777306.0576,Cash,6
13482,Chipotle,7,4,5,7,6,6,7,5,6,5,6,4,5,4,7,Indiana,9439.730552,517351.5955,Cash,9
13484,Jersey Mikes,7,5,7,5,6,6,6,6,6,7,6,6,6,6,6,Kansas,5256.580732,645849.4722,Google Pay,7
13484,Jimmy Johns,7,5,7,5,5,6,7,6,6,6,7,7,6,6,7,Kentucky,6617.372342,254544.8984,Google Pay,12
13485,Subway,5,7,4,5,5,6,5,5,4,4,6,7,6,5,6,Louisiana,2049.378898,566132.081,Debit Card,14
13485,Jersey Mikes,5,4,5,5,3,4,2,5,4,3,4,5,5,4,6,Maine,8390.759359,10370.33731,Samsung Pay,14
13486,Chipotle,6,6,5,6,5,5,5,6,6,6,6,6,6,6,5,Maryland,9596.816699,816511.871,Apple Pay,8
13488,Chipotle,5,5,4,4,4,5,4,6,3,4,3,5,5,4,5,Michigan,2854.93724,705575.7532,Google Pay,10
13488,Firehouse Subs,5,5,4,5,5,5,4,5,4,5,4,5,4,5,4,Minnesota,4766.10565,396797.8615,Debit Card,10
13490,Subway,6,7,7,7,5,7,6,5,7,7,7,7,7,7,7,Mississippi,5548.061097,863559.8755,Samsung Pay,8
13490,Panera,5,4,3,3,1,3,1,4,3,7,7,7,4,7,7,Missouri,9424.327546,153416.9621,Debit Card,15
13493,Subway,6,6,6,6,6,6,6,5,6,6,5,5,6,6,6,Montana,2474.308313,633747.8966,Apple Pay,13
13493,McDonalds,6,5,5,6,5,5,6,5,5,5,5,6,5,6,6,Nebraska,845.5853385,13836.98127,Google Pay,11
13496,Jimmy Johns,7,6,3,7,7,7,7,7,7,7,7,7,7,7,7,Nevada,6478.210834,543223.0603,Apple Pay,5
13496,Panera,7,7,6,7,7,7,7,7,7,4,7,7,7,7,7,New Hampshire,7930.861272,708483.6448,Debit Card,14
13501,Chipotle,7,4,4,5,5,7,7,4,7,4,6,7,7,5,4,New York,5088.354598,879199.4959,Debit Card,6
13501,Jersey Mikes,5,5,6,5,5,6,4,7,7,3,5,6,5,7,7,North Carolina,261.7391041,825670.7002,Google Pay,15
13502,Jimmy Johns,4,4,4,4,4,5,4,3,3,4,4,4,4,4,4,North Dakota,7043.741417,207648.9562,Samsung Pay,10
13502,Panera,4,5,4,4,3,4,4,4,4,4,4,4,4,3,4,Ohio,1450.306686,148410.9947,Cash,6
13503,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,Oregon,576.7348643,251615.2073,Google Pay,9
13504,Chipotle,5,4,5,4,4,7,7,3,6,4,7,5,4,6,5,Pennsylvania,7798.629906,554382.2885,Samsung Pay,7
13504,Panera,5,4,6,5,6,7,5,5,7,4,4,4,5,6,7,Rhode Island,4748.939701,60630.48094,Apple Pay,12
13509,Jersey Mikes,7,4,4,5,4,4,5,4,4,4,4,7,4,4,4,South Carolina,8205.007439,243344.324,Cash,11
13509,McDonalds,6,7,4,5,5,5,4,4,5,3,6,4,5,5,7,South Dakota,5663.222334,404440.9714,Apple Pay,14
13512,Firehouse Subs,6,7,7,7,7,7,7,7,7,6,7,5,7,7,7,Utah,2791.358643,639307.8491,Google Pay,6
13512,Panera,7,7,6,5,7,7,7,7,6,6,6,7,7,7,7,Vermont,853.669475,429371.9847,Debit Card,10
13513,Chipotle,7,6,6,7,6,6,6,5,7,5,6,7,6,7,4,Virginia,7230.992733,826549.679,Google Pay,12
13513,Jimmy Johns,4,4,4,4,5,4,5,5,4,4,4,5,5,5,4,Washington,8642.857977,274075.5573,Credit Card,10
13515,Firehouse Subs,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,West Virginia,1599.631169,144330.2119,Credit Card,8
13515,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Wisconsin,84.63949592,288491.5423,Google Pay,5
13521,Firehouse Subs,5,5,6,6,5,5,6,5,6,6,5,5,6,5,5,Wyoming,8037.386746,761976.6011,Samsung Pay,9
13521,McDonalds,5,6,6,6,6,6,6,5,6,6,5,6,5,6,6,Alabama,3553.750424,490873.4323,Debit Card,11
13522,Subway,4,5,6,7,7,7,6,3,7,3,3,6,4,6,7,Alaska,4443.033015,42131.90809,Cash,6
13522,Jersey Mikes,5,6,6,6,3,4,3,2,7,5,5,7,5,6,6,Arizona,1206.402705,284838.6116,Google Pay,14
13529,McDonalds,4,7,4,6,5,4,5,5,7,7,4,4,4,3,3,California,9158.339271,52597.26783,Apple Pay,9
13536,Firehouse Subs,5,5,6,6,7,5,5,5,6,5,5,4,5,4,7,Colorado,2392.136289,650688.0137,Apple Pay,10
13536,Jimmy Johns,6,5,6,4,7,5,4,6,6,5,6,6,5,4,5,Connecticut,3404.337624,739061.8506,Cash,14
13539,Jersey Mikes,5,5,6,7,7,4,7,7,6,6,7,7,6,5,7,Delaware,7538.311058,501311.8479,Google Pay,11
13539,McDonalds,6,7,6,7,6,6,7,6,7,6,5,6,6,7,6,Florida,7117.572739,831598.588,Credit Card,11
